  k  c(k)_E[001]  e(k)_E[001]  c(k)_E[1-10]  e(k)_E[1-10]  c(k)_E[110]  e(k)_E[110]

4.50	  0.01179895	  0.00634783	  0.01268878	  0.01326225	  0.03300236	  0.00801634
4.55	  0.00838364	  0.00358267	  0.01035273	  0.00345223	  0.02210473	  0.00237806
4.60	  0.00501652	  0.00927431	  0.00382406	  0.00545841	  0.01514947	  0.00450806
4.65	 -0.00184775	  0.00643886	  0.00535531	  0.00466417	  0.01475244	  0.00812218
4.70	 -0.00792948	  0.00813062	 -0.00424347	  0.00529750	  0.00050271	  0.01528821
4.75	 -0.00631721	  0.00511429	 -0.00576396	  0.00607640	  0.00023013	  0.00812154
4.80	 -0.01065292	  0.00101563	 -0.00965634	  0.00740259	 -0.00542903	  0.00602628
4.85	 -0.01415653	  0.00690987	 -0.01432690	  0.00575377	 -0.00690977	  0.00909798
4.90	 -0.02221004	  0.00620878	 -0.01765491	  0.00357264	 -0.01741884	  0.01152049
4.95	 -0.01810355	  0.00376880	 -0.01953122	  0.00313641	 -0.02632507	  0.00704922
5.00	 -0.02225728	  0.00492739	 -0.01728288	  0.00484727	 -0.02742873	  0.00554446
5.05	 -0.02150184	  0.00463511	 -0.02283750	  0.00905995	 -0.02771631	  0.00419632
5.10	 -0.02391259	  0.01121134	 -0.02444761	  0.00941879	 -0.03302916	  0.00334084
5.15	 -0.02027848	  0.01758084	 -0.02539604	  0.00462662	 -0.03444661	  0.00154516
5.20	 -0.02574411	  0.00527536	 -0.02124757	  0.00726693	 -0.03007134	  0.00793104
5.25	 -0.01953399	  0.00298154	 -0.02143899	  0.01536204	 -0.03392664	  0.00790377
5.30	 -0.02137184	  0.01745960	 -0.01870381	  0.00653020	 -0.03236905	  0.00383095
5.35	 -0.01760677	  0.01098790	 -0.01552129	  0.00552098	 -0.03098362	  0.00241164
5.40	 -0.01343758	  0.00394335	 -0.01915038	  0.01389881	 -0.02485315	  0.00685204
5.45	 -0.01546625	  0.00745266	 -0.01192748	  0.00896173	 -0.02543581	  0.00617215
5.50	 -0.01064606	  0.00301130	 -0.01398982	  0.01072839	 -0.02068045	  0.00589494
5.55	 -0.00873605	  0.00838029	 -0.00765256	  0.00659188	 -0.01491727	  0.00578388
5.60	 -0.00701251	  0.00696751	 -0.00772221	  0.00647242	 -0.01437692	  0.00337698
5.65	  0.00122097	  0.00972749	 -0.00359340	  0.01142867	 -0.00835804	  0.00587496
5.70	  0.00134862	  0.00702643	  0.00431817	  0.00431416	 -0.00533980	  0.00321782
5.75	  0.00413308	  0.00693304	  0.00395691	  0.00600863	  0.00066962	  0.00424654
5.80	  0.00719449	  0.01143471	  0.00482460	  0.00593828	  0.00660213	  0.01267123
5.85	  0.00866332	  0.01256037	  0.00676526	  0.00723208	  0.00984325	  0.00836027
5.90	  0.00578328	  0.00397308	  0.00733700	  0.01210473	  0.01110221	  0.00995340
5.95	  0.01027887	  0.00375693	  0.01274530	  0.00347929	  0.01189069	  0.01224662
6.00	  0.01036382	  0.01513351	  0.01465191	  0.00569005	  0.02042217	  0.00566665
6.05	  0.00980975	  0.00624600	  0.01367036	  0.00700999	  0.02390698	  0.01054926
6.10	  0.01526314	  0.00832013	  0.01593269	  0.00772770	  0.02385183	  0.00944190
6.15	  0.01473072	  0.01673451	  0.01658729	  0.00851457	  0.02561981	  0.01470142
6.20	  0.01216589	  0.00646781	  0.01933307	  0.00734628	  0.02081799	  0.00245310
6.25	  0.01280887	  0.00469964	  0.01494285	  0.00702691	  0.02171498	  0.00124164
6.30	  0.01128441	  0.00347565	  0.01320338	  0.00575009	  0.02262262	  0.00931627
6.35	  0.00812385	  0.00222911	  0.01012604	  0.00900266	  0.01920996	  0.00362506
6.40	  0.00881645	  0.00539104	  0.00909186	  0.00467941	  0.01647927	  0.00992773
6.45	  0.00878773	  0.00990676	  0.01279052	  0.00341025	  0.01269902	  0.00494028
6.50	  0.00687532	  0.00814748	  0.00838853	  0.01873112	  0.01055129	  0.00721009
6.55	  0.00689135	  0.00750090	  0.00601480	  0.00613713	  0.00893194	  0.00896186
6.60	  0.00437620	  0.00461331	  0.00432960	  0.00342057	  0.00558547	  0.00713993
6.65	  0.00174748	  0.00375145	 -0.00069703	  0.00667672	  0.00180673	  0.00739072
6.70	 -0.00215171	  0.00657236	  0.00043408	  0.00703178	 -0.00109813	  0.00205523
6.75	 -0.00352487	  0.00719928	 -0.00243455	  0.00348628	 -0.00208803	  0.00710628
6.80	 -0.00289865	  0.00462389	 -0.00649447	  0.00700646	 -0.00540826	  0.00775052
6.85	 -0.00326631	  0.00890224	 -0.00488411	  0.00601276	 -0.01265234	  0.00759879
6.90	 -0.00732307	  0.00702942	 -0.00950583	  0.00389521	 -0.00798009	  0.00705498
6.95	 -0.00349575	  0.00691657	 -0.00987676	  0.00943515	 -0.01362022	  0.00490906
7.00	 -0.00727988	  0.00944957	 -0.00684169	  0.00534908	 -0.01704448	  0.00873777
7.05	 -0.00979329	  0.01162875	 -0.01186086	  0.00839343	 -0.01622807	  0.00253311
7.10	 -0.01084783	  0.00660442	 -0.00882816	  0.00223977	 -0.01748609	  0.00339835
7.15	 -0.01153986	  0.00541730	 -0.00837204	  0.00850388	 -0.01407164	  0.00874558
7.20	 -0.01079207	  0.01225679	 -0.00851252	  0.01264622	 -0.01577196	  0.00585135
7.25	 -0.00943200	  0.00599241	 -0.00956572	  0.01228800	 -0.01448517	  0.00391750
7.30	 -0.00647602	  0.00955313	 -0.00822618	  0.00534513	 -0.01180079	  0.01062814
7.35	 -0.00642647	  0.00535299	 -0.00793006	  0.00556641	 -0.01304852	  0.00111975
7.40	 -0.00908052	  0.00735723	 -0.00875590	  0.01209660	 -0.00970464	  0.00597423
7.45	 -0.00314099	  0.00866879	 -0.00744321	  0.00448354	 -0.01000554	  0.00370750
7.50	 -0.00575398	  0.00656720	 -0.00667250	  0.01636457	 -0.00358633	  0.00246660
7.55	 -0.00546382	  0.01063225	 -0.00234239	  0.00693299	 -0.00576250	  0.00771680
7.60	 -0.00174733	  0.00846903	  0.00022358	  0.00206734	 -0.00158991	  0.00615740
7.65	  0.00104050	  0.00619663	  0.00139912	  0.00865547	  0.00045183	  0.00712669
7.70	  0.00167760	  0.00976348	 -0.00057936	  0.00349393	  0.00078215	  0.00618323
7.75	  0.00486610	  0.00762662	  0.00274313	  0.00439926	  0.00394022	  0.00824406
7.80	  0.00460442	  0.00535778	  0.00362708	  0.00401968	  0.00711405	  0.00584983
7.85	  0.00328531	  0.00752613	  0.00751039	  0.00477344	  0.00840025	  0.01184913
7.90	  0.00830742	  0.00789571	  0.00580187	  0.00346471	  0.00689471	  0.00424866
7.95	  0.00364028	  0.00997533	  0.00277177	  0.00689976	  0.00744419	  0.00748444
8.00	  0.00787868	  0.00470067	  0.00613374	  0.00763690	  0.01175722	  0.00912593
8.05	  0.00454349	  0.00953233	  0.00699608	  0.00274520	  0.00892021	  0.00325298
8.10	  0.00558637	  0.00530836	  0.00887341	  0.00450535	  0.01144912	  0.00990259
8.15	  0.00726069	  0.00630547	  0.00367046	  0.00604043	  0.00707222	  0.00266946
8.20	  0.00633095	  0.00992989	  0.00446684	  0.00768938	  0.00763583	  0.00227452
8.25	  0.00311795	  0.00419865	  0.00733274	  0.00835173	  0.00548702	  0.00582943
8.30	  0.00508192	  0.00366256	  0.00359530	  0.00187730	  0.00755714	  0.00348502
8.35	  0.00519321	  0.00894077	  0.00233631	  0.00572881	  0.00522508	  0.00726291
8.40	  0.00848591	  0.00659478	  0.00524175	  0.00536478	  0.00269381	  0.00767650
8.45	  0.00377505	  0.00846718	 -0.00055184	  0.01271089	  0.00027932	  0.00430030
8.50	  0.00297272	  0.00499980	  0.00301018	  0.00545100	 -0.00098097	  0.00576569
8.55	  0.00252846	  0.00529685	 -0.00081209	  0.00309781	 -0.00187683	  0.00260256
8.60	 -0.00132873	  0.00251350	 -0.00206693	  0.00395618	 -0.00486196	  0.00264565
8.65	 -0.00261201	  0.00245107	 -0.00699126	  0.00365620	 -0.00170854	  0.00652480
8.70	 -0.00383975	  0.00437124	 -0.00247431	  0.00198236	 -0.00400489	  0.00547248
8.75	 -0.00317716	  0.00227511	 -0.00180884	  0.00367153	 -0.00407672	  0.00371830
8.80	 -0.00559299	  0.00243834	 -0.00398185	  0.00479577	 -0.00439146	  0.00581999
8.85	 -0.00261510	  0.00629670	 -0.00391895	  0.00129638	 -0.00703849	  0.00934482
8.90	 -0.00303798	  0.00600590	 -0.00512731	  0.00185240	 -0.00923498	  0.00509008
8.95	 -0.00257529	  0.00482059	 -0.00424307	  0.00171851	 -0.00409338	  0.00405833
9.00	 -0.00187342	  0.00624105	 -0.00386602	  0.00464795	 -0.00654312	  0.00647033
9.05	 -0.00357874	  0.00901064	 -0.00198346	  0.00363418	 -0.00513232	  0.00261909
9.10	 -0.00396749	  0.00368309	 -0.00416906	  0.00449263	 -0.00481180	  0.00128321
9.15	 -0.00364706	  0.00513637	 -0.00322972	  0.00605068	 -0.00578592	  0.00445679
9.20	 -0.00320017	  0.00371977	 -0.00530264	  0.00493713	 -0.00717731	  0.00374102
9.25	 -0.00626316	  0.00117298	 -0.00455257	  0.00647574	 -0.00528175	  0.00369320
9.30	  0.00152084	  0.00548775	  0.00140027	  0.00424350	  0.00156726	  0.00271874
9.35	 -0.00118022	  0.00587808	 -0.00023021	  0.00520313	 -0.00232292	  0.00525238
9.40	 -0.00069529	  0.00456172	  0.00116023	  0.00524986	 -0.00055874	  0.00174965
9.45	 -0.00191622	  0.01039685	  0.00257353	  0.00522264	 -0.00007849	  0.00329668
9.50	  0.00204157	  0.00378248	  0.00204619	  0.00209821	 -0.00045053	  0.00255975
9.55	 -0.00048999	  0.00364405	  0.00306939	  0.00259944	  0.00504877	  0.00504048
9.60	 -0.00116211	  0.00621730	  0.00140136	  0.00410851	  0.00366332	  0.00232736
9.65	  0.00387160	  0.00249822	  0.00194273	  0.00277623	  0.00471428	  0.00581975
9.70	  0.00274074	  0.00644471	  0.00431806	  0.01303747	  0.00357165	  0.00336067
9.75	  0.00161784	  0.00485271	  0.00415117	  0.00349874	  0.00398114	  0.00218746
9.80	  0.00015033	  0.00330298	  0.00533801	  0.00334711	  0.00435785	  0.00684352
9.85	  0.00587864	  0.00589243	  0.00440866	  0.01153822	  0.00456617	  0.00519227
9.90	  0.00645517	  0.00309742	  0.00145883	  0.00459033	  0.00271772	  0.00358877
9.95	  0.00288076	  0.00728493	  0.00385656	  0.00208748	  0.00678188	  0.00578046
10.00	  0.00596434	  0.00865510	  0.00142173	  0.00377101	  0.00635046	  0.00379414
